,Brand Name,OS,Ram Type,RAM,Processor,GPU,Warranty,ScreenSize,Disk Type,DISK SIZE,Price
333,acer,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,40991
334,MSI,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,58499
335,Lenovo,Windows,DDR4,8,Intel,Others,1,15.6,HDD,1024,65991
336,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
337,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
338,DELL,Windows,DDR5,16,Intel,Others,1,15.6,SSD,512,111991
339,Lenovo,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,68491
340,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
341,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
342,Infinix,Windows,Others,16,Intel,Others,1,15.6,SSD,512,46991
343,ASUS,Windows,DDR4,8,Intel,Others,2,14.0,HDD,1024,83990
344,acer,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,54990
345,ASUS,Others,Others,4,Intel,Others,1,14.0,SSD,128,14991
346,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
347,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
348,APPLE,Mac,DDR4,8,Others,Others,1,14.0,SSD,1024,149990
349,DELL,Windows,DDR4,8,Intel,NVIDIA,1,15.6,SSD,512,63091
350,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
351,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
352,MSI,Windows,DDR5,16,Intel,Others,2,15.6,SSD,1024,200001
353,Lenovo,Windows,DDR4,8,Intel,Others,1,15.6,SSD,256,37391
354,ASUS,Windows,Others,8,Intel,Others,1,14.0,SSD,512,63991
355,DELL,Windows,DDR4,4,Intel,Others,1,15.6,SSD,512,43090
356,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,194991
357,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,44991
358,Lenovo,Windows,DDR4,4,Intel,Others,1,15.6,SSD,256,44701
359,HP,Windows,DDR4,8,Intel,Others,1,14.0,SSD,256,41151
360,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
361,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
362,ASUS,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,256,33991
363,MSI,Windows,DDR5,16,Intel,Others,2,15.6,SSD,1024,190891
364,ASUS,Windows,Others,16,Intel,Others,1,15.6,SSD,1024,174991
365,HP,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,118990
366,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
367,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
368,ASUS,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,63980
369,acer,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,54301
370,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
371,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
372,DELL,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,256,36401
373,ASUS,Windows,DDR4,4,Intel,Others,1,15.6,SSD,256,28590
374,DELL,Windows,DDR4,16,AMD,AMD,1,15.6,SSD,512,70000
375,ASUS,Windows,DDR5,32,Intel,Others,1,15.6,SSD,1024,301991
376,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
377,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
378,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,256,37001
379,Lenovo,Windows,DDR4,16,Intel,Others,1,14.0,SSD,512,64991
380,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,73490
381,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,194991
382,DELL,Windows,DDR4,8,Intel,Others,1,15.6,SSD,256,42690
383,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,140990
384,Lenovo,Windows,DDR4,4,Intel,Others,1,15.6,SSD,256,38990
385,HP,Windows,Others,16,Intel,Others,1,14.0,SSD,512,128991
386,acer,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,55000
387,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
388,acer,Windows,DDR4,8,Intel,Others,1,15.6,HDD,1024,60131
389,acer,Windows,DDR4,8,Intel,Intel,1,14.0,SSD,256,29491
390,DELL,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,72490
391,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
392,Others,Windows,DDR4,16,Intel,Others,2,15.6,SSD,512,73990
393,acer,Windows,DDR4,8,Intel,Others,1,15.6,HDD,1024,47130
394,Lenovo,Windows,DDR4,8,AMD,AMD,1,14.0,SSD,512,55601
395,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
396,DELL,Windows,DDR4,8,AMD,AMD,1,14.0,SSD,512,49691
397,ASUS,Windows,DDR5,32,Intel,Others,1,15.6,SSD,1024,239991
398,MSI,Windows,DDR4,16,Intel,Others,2,15.6,SSD,512,73990
399,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
400,HP,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,52490
401,HP,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,41990
402,ASUS,Windows,DDR4,8,Intel,Intel,1,14.0,SSD,256,29991
403,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
404,Others,Windows,DDR4,8,Intel,Others,1,14.0,SSD,512,50491
405,acer,Windows,DDR4,16,Intel,Others,1,15.6,HDD,1024,96491
406,Infinix,Windows,Others,16,Intel,Others,1,15.6,SSD,512,37991
407,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
408,MSI,Windows,Others,16,Intel,Others,1,14.0,SSD,512,74991
409,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,51990
410,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
411,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
412,ASUS,Windows,DDR4,8,AMD,Others,1,15.6,HDD,1024,71346
413,ASUS,Windows,DDR4,16,Intel,Others,1,15.6,SSD,1024,101490
414,MSI,Windows,DDR5,32,Intel,Others,2,15.6,SSD,1024,274990
415,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,199991
416,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
417,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
418,DELL,Windows,DDR4,8,Intel,Others,1,15.6,SSD,256,41091
419,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,256,50500
420,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
421,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
422,HP,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,78951
423,Lenovo,Windows,Others,16,AMD,AMD,1,14.0,SSD,512,67990
424,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,187991
425,Lenovo,Windows,DDR4,16,Intel,Others,2,14.0,SSD,1024,102990
426,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
427,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
428,ASUS,Others,DDR4,4,Intel,Others,1,15.6,SSD,256,35990
429,HP,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,52576
430,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,73490
431,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,194991
432,DELL,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,50990
433,Lenovo,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,60126
434,Lenovo,Windows,DDR4,4,Intel,Others,1,14.0,SSD,256,26491
435,HP,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,80250
436,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
437,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
438,acer,Windows,DDR4,32,Intel,NVIDIA,1,15.6,HDD,1024,129999
439,ASUS,Windows,DDR4,8,AMD,Others,1,14.0,SSD,1024,76991
440,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
441,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
442,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,36990
443,MSI,Windows,DDR4,16,Intel,Others,2,15.6,SSD,512,107791
444,DELL,Windows,DDR4,16,Intel,Others,1,14.0,SSD,512,75990
445,ASUS,Windows,Others,16,Intel,Others,1,14.0,SSD,512,95990
446,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
447,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
448,acer,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,61999
449,HP,Windows,DDR4,8,Intel,Intel,1,14.0,SSD,256,28991
450,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
451,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
452,Lenovo,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,54990
453,ASUS,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,56990
454,ASUS,Windows,DDR4,8,Intel,Others,1,14.0,SSD,256,45991
455,ASUS,Windows,DDR4,8,Intel,Others,1,14.0,SSD,512,38217
456,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
457,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
458,MSI,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,79990
459,DELL,Windows,DDR4,4,Intel,Others,1,15.6,HDD,1024,43990
460,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
461,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
462,HP,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,108251
463,ASUS,Windows,DDR4,4,Intel,Others,1,15.6,HDD,1024,28991
464,MSI,Windows,DDR5,32,Intel,Others,2,15.6,SSD,1024,363487
465,DELL,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,67225
466,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
467,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
468,acer,Windows,DDR4,16,AMD,Others,1,15.6,HDD,1024,114990
469,ASUS,Windows,DDR4,4,Intel,Others,1,14.0,HDD,1024,61250
470,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
471,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
472,HP,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,69991
473,Lenovo,Others,DDR4,8,AMD,AMD,1,14.0,SSD,512,69991
474,Lenovo,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,79990
475,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,256,37991
476,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,73490
477,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,194991
478,Infinix,Windows,Others,8,Intel,Others,1,15.6,SSD,512,36990
479,ASUS,Windows,DDR4,4,Intel,Intel,1,15.6,SSD,128,29980
480,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
481,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
482,ASUS,Windows,Others,16,Intel,Others,1,14.0,SSD,512,95990
483,DELL,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,41601
484,DELL,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,67225
485,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,61987
486,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
487,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
488,ASUS,Windows,DDR4,4,Intel,Others,1,14.0,HDD,1024,61250
489,HP,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,256,38999
490,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
491,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
492,Lenovo,Windows,DDR4,4,Intel,Others,1,15.6,SSD,256,31991
493,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,256,37991
494,ASUS,Windows,DDR4,4,Intel,Intel,1,15.6,SSD,128,29980
495,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,46991
496,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
497,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,73490
498,Infinix,Windows,Others,8,Intel,Others,1,14.0,SSD,512,37991
499,Infinix,Windows,Others,8,Intel,Others,1,15.6,SSD,512,36990
500,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
501,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,194991
502,acer,Windows,DDR4,8,AMD,Others,1,15.6,HDD,1024,61490
503,HP,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,109991
504,HP,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,54990
505,Lenovo,Windows,DDR4,8,AMD,AMD,2,14.0,SSD,512,50990
506,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
507,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
508,MSI,Windows,DDR4,8,Intel,Others,2,15.6,HDD,1024,62191
509,ASUS,Others,Others,4,Intel,Others,1,15.6,SSD,128,24391
510,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
511,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
512,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,HDD,1024,36990
513,HP,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,159991
514,ASUS,Windows,DDR4,4,Intel,Others,1,15.6,SSD,256,34491
515,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,512,99991
516,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
517,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
518,ASUS,Windows,Others,8,Intel,Others,1,15.6,SSD,512,79990
519,Infinix,Windows,Others,4,Intel,Intel,1,14.0,SSD,128,20991
520,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
521,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
522,HP,Windows,DDR4,8,Intel,Others,1,15.6,HDD,1024,41491
523,DELL,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,206582
524,ASUS,Windows,DDR4,8,AMD,Others,1,15.6,SSD,512,59991
525,acer,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,62990
526,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,194991
527,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,44991
528,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,194991
529,ASUS,Windows,DDR4,8,AMD,Others,1,15.6,HDD,1024,62990
530,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
531,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
532,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,61990
533,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,105991
534,acer,Windows,DDR5,16,Intel,Others,1,15.6,SSD,1024,155490
535,Others,Windows,Others,4,Intel,Intel,1,14.0,SSD,128,19990
536,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
537,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
538,Lenovo,Windows,DDR4,4,Intel,Others,1,15.6,HDD,1024,33500
539,Infinix,Windows,Others,8,Intel,Others,1,15.6,SSD,512,42990
540,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
541,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
542,HP,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,63991
543,acer,Windows,DDR4,16,Intel,Others,1,15.6,SSD,1024,124991
544,ASUS,Windows,DDR4,4,Intel,Others,1,15.6,SSD,128,21990
545,Lenovo,Windows,DDR4,4,Intel,Intel,1,14.0,SSD,256,30101
546,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
547,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
548,HP,Windows,DDR5,32,Intel,Others,1,15.6,SSD,1024,199991
549,acer,Windows,DDR4,8,Intel,Others,1,15.6,HDD,1024,61131
550,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,194991
551,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,44991
552,Lenovo,Windows,DDR4,8,Intel,Others,1,15.6,HDD,1024,40991
553,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,SSD,1024,75990
554,HP,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,46890
555,Lenovo,Windows,DDR4,8,Intel,Others,1,15.6,SSD,256,37391
556,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
557,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
558,Lenovo,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,68491
559,ASUS,Windows,DDR4,4,Intel,Others,1,15.6,SSD,128,19990
560,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
561,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
562,ASUS,Windows,DDR4,16,Intel,Others,1,14.0,SSD,512,89991
563,DELL,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,59791
564,MSI,Windows,DDR4,16,Intel,Others,2,15.6,SSD,1024,125991
565,ASUS,Windows,DDR5,32,AMD,Others,1,15.6,SSD,1024,249990
566,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
567,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
568,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,149990
569,DELL,Windows,DDR4,8,Intel,Intel,1,15.6,SSD,256,36990
570,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
571,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
572,ASUS,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,85990
573,HP,Windows,DDR4,8,AMD,AMD,1,14.0,SSD,512,60990
574,DELL,Windows,DDR5,8,Intel,Others,1,15.6,SSD,512,87901
575,Lenovo,Windows,DDR4,4,AMD,Others,1,15.6,HDD,1024,27490
576,DELL,Windows,DDR4,8,Intel,Intel,1,15.6,SSD,256,36990
577,ASUS,Windows,DDR5,32,AMD,Others,1,15.6,SSD,1024,249990
578,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,149990
579,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
580,HP,Windows,DDR4,8,AMD,Others,1,14.0,HDD,1024,28999
581,DELL,Windows,DDR5,8,Intel,Others,1,15.6,SSD,512,87901
582,acer,Windows,DDR4,16,Intel,Others,1,15.6,HDD,1024,117991
583,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
584,ASUS,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,85990
585,DELL,Windows,DDR4,8,Intel,Others,1,15.6,HDD,1024,61498
586,HP,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,70400
587,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
588,Lenovo,Windows,DDR4,16,Intel,Others,2,15.6,SSD,512,69001
589,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,64490
590,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,149990
591,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
592,HP,Windows,DDR5,8,AMD,AMD,1,15.6,SSD,512,96579
593,DELL,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,101990
594,ASUS,Windows,DDR4,16,Intel,Others,1,14.0,SSD,512,89991
595,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
596,HP,Windows,DDR5,8,AMD,AMD,1,15.6,SSD,512,94990
597,MSI,Windows,DDR5,32,Intel,Others,2,15.6,SSD,1024,314990
598,DELL,Windows,DDR4,8,Intel,Others,2,15.6,HDD,1024,46901
599,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
600,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
601,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
602,ASUS,Windows,DDR5,32,Intel,Others,1,15.6,SSD,1024,331990
603,DELL,Windows,DDR5,16,Intel,Others,1,15.6,SSD,1024,116491
604,HP,Windows,DDR4,8,AMD,Others,1,15.6,SSD,512,64591
605,DELL,Windows,DDR5,16,Intel,Others,1,15.6,SSD,1024,137991
606,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
607,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
608,DELL,Windows,DDR4,8,Intel,Others,1,14.0,SSD,512,55691
609,Lenovo,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,109991
610,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
611,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
612,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,HDD,1024,79990
613,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,130500
614,ASUS,Windows,DDR5,32,AMD,Others,1,15.6,SSD,1024,361990
615,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,211991
616,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
617,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
618,DELL,Windows,DDR4,4,Intel,Others,1,15.6,SSD,256,39891
619,MSI,Windows,DDR4,16,Intel,Others,2,15.6,SSD,1024,139991
620,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,73490
621,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,194991
622,MSI,Windows,DDR4,16,Intel,Others,2,15.6,HDD,1024,99991
623,HP,Windows,DDR4,16,Intel,Others,1,14.0,SSD,512,66700
624,DELL,Windows,DDR4,8,Intel,Others,1,15.6,HDD,1024,68991
625,DELL,Windows,DDR4,32,Intel,Others,1,15.6,SSD,1024,363487
626,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
627,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
628,DELL,Windows,DDR4,32,Intel,NVIDIA,1,15.6,SSD,1024,345391
629,HP,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,105822
630,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
631,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
632,Lenovo,Others,Others,4,Intel,Others,1,14.0,SSD,128,28490
633,Lenovo,Windows,DDR4,16,Intel,Others,1,15.6,SSD,512,66990
634,acer,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,86999
635,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,SSD,256,36990
636,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
637,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
638,Lenovo,Windows,DDR4,4,Intel,Intel,1,15.6,SSD,256,23251
639,DELL,Windows,DDR4,8,Intel,Others,1,14.0,SSD,256,42391
640,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
641,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
642,Lenovo,Windows,DDR4,8,Intel,Others,1,14.0,SSD,512,58990
643,ASUS,Windows,DDR4,16,Intel,NVIDIA,1,15.6,SSD,1024,110991
644,acer,Windows,DDR4,32,Intel,NVIDIA,1,15.6,HDD,1024,74591
645,DELL,Windows,DDR4,8,AMD,NVIDIA,1,15.6,SSD,512,71991
646,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,194991
647,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,44991
648,Lenovo,Windows,DDR4,16,Intel,Others,2,14.0,SSD,512,84991
649,ASUS,Windows,Others,16,AMD,Others,1,15.6,SSD,1024,119991
650,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,36990
651,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
652,MSI,Windows,DDR4,32,Intel,Others,2,15.6,SSD,1024,214991
653,MSI,Windows,DDR4,8,Intel,Others,1,14.0,SSD,512,48791
654,DELL,Windows,DDR4,16,AMD,AMD,1,15.6,SSD,512,76000
655,ASUS,Windows,Others,32,AMD,Others,1,15.6,SSD,1024,224990
656,RedmiBook,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
657,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
658,Infinix,Windows,Others,8,Intel,Others,1,15.6,SSD,512,49990
659,ASUS,Windows,Others,16,Intel,Others,1,15.6,SSD,512,164990
660,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
661,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
662,HP,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,256,31491
663,DELL,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,48077
664,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,154990
665,ASUS,Windows,DDR4,32,Intel,Others,1,15.6,SSD,1024,224990
666,Lenovo,Windows,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
667,ASUS,Windows,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
668,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,HDD,1024,44991
669,ASUS,Windows,DDR4,8,Intel,Others,1,15.6,SSD,512,65991
670,Lenovo,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,73490
671,ASUS,Windows,DDR5,16,AMD,Others,1,15.6,SSD,1024,194991
672,ASUS,Windows,DDR4,8,Intel,Others,1,14.0,HDD,1024,31991
673,Lenovo,Windows,DDR4,8,Intel,Others,2,14.0,SSD,256,38980
674,HP,Windows,DDR4,8,AMD,AMD,1,15.6,SSD,512,68991
675,DELL,Windows,DDR4,8,Intel,Others,1,15.6,SSD,256,43090
676,Lenovo,Windows,DDR4,8,Intel,Others,2,15.6,SSD,512,39991
